,index,doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct,syllables,syllables_count
323,8,22,y,8,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
324,9,22,también,9,también,,ADV,advmod,ADV,True,True,False,False,"['tam', 'bién']",2.0
325,10,22,fantasma,10,fantasma,,ADJ,conj,ADJ,False,True,False,False,"['fan', 'tas', 'ma']",3.0
327,0,23,Lejos,0,lejos,,ADV,case,ADV,True,True,False,False,"['le', 'jos']",2.0
328,1,23,del,1,del,,ADP,case,ADP,True,True,False,False,['del'],1.0
329,2,23,acuario,2,acuario,,NOUN,nsubj,NOUN,False,True,False,False,"['acua', 'rio']",2.0
330,3,23,no,3,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
331,4,23,hacía,4,hacer,,VERB,ROOT,VERB,False,True,False,False,"['ha', 'cía']",2.0
332,5,23,más,5,más,,ADV,advmod,ADV,True,True,False,False,['más'],1.0
333,6,23,que,6,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
334,7,23,pensar,7,pensar,,VERB,xcomp,VERB,False,True,False,False,"['pen', 'sar']",2.0
335,8,23,en,8,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
336,9,23,ellos,9,él,,PRON,obj,PRON,True,True,False,False,['ellos'],1.0
338,11,23,era,11,ser,,AUX,advcl,AUX,True,True,False,False,['era'],1.0
339,12,23,como,12,como,,ADP,mark,ADP,True,True,False,False,"['co', 'mo']",2.0
340,13,23,si,13,si,,SCONJ,mark,SCONJ,True,True,False,False,['si'],1.0
341,14,23,me,14,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
342,15,23,influyeran,15,influir,,VERB,ccomp,VERB,False,True,False,False,"['in', 'flu', 'ye', 'ran']",4.0
343,16,23,a,16,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
344,17,23,distancia,17,distancia,,NOUN,obl,NOUN,False,True,False,False,"['dis', 'tan', 'cia']",3.0
346,0,24,Acaso,0,acaso,,ADV,advmod,ADV,False,True,False,False,"['aca', 'so']",2.0
347,1,24,sus,1,su,,DET,det,DET,True,True,False,False,['sus'],1.0
348,2,24,ojos,2,ojo,,NOUN,nsubj,NOUN,False,True,False,False,['ojos'],1.0
349,3,24,veían,3,ver,,VERB,ROOT,VERB,False,True,False,False,['veían'],1.0
350,4,24,en,4,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
351,5,24,plena,5,pleno,,ADJ,amod,ADJ,False,True,False,False,"['ple', 'na']",2.0
352,6,24,noche,6,noche,,NOUN,obl,NOUN,False,True,False,False,"['no', 'che']",2.0
354,8,24,y,8,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
355,9,24,el,9,el,,DET,det,DET,True,True,False,False,['el'],1.0
356,10,24,día,10,día,,NOUN,obl,NOUN,True,True,False,False,['día'],1.0
357,11,24,continuaba,11,continuar,,VERB,conj,VERB,False,True,False,False,"['con', 'ti', 'nua', 'ba']",4.0
358,12,24,para,12,para,,ADP,case,ADP,True,True,False,False,"['pa', 'ra']",2.0
359,13,24,ellos,13,él,,PRON,obl,PRON,True,True,False,False,['ellos'],1.0
360,14,24,indefinidamente,14,indefinidamente,,ADV,advmod,ADV,False,True,False,False,"['in', 'de', 'fi', 'ni', 'da', 'men', 'te']",7.0
362,0,25,Sufrían,0,Sufrían,LOC,PROPN,nsubj,PROPN,False,True,False,False,"['su', 'frían']",2.0
364,2,25,cada,2,cada,,DET,det,DET,True,True,False,False,"['ca', 'da']",2.0
365,3,25,fibra,3,fibra,,NOUN,nsubj,NOUN,False,True,False,False,"['fi', 'bra']",2.0
366,4,25,de,4,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
367,5,25,mi,5,mi,,DET,det,DET,True,True,False,False,['mi'],1.0
368,6,25,cuerpo,6,cuerpo,,NOUN,nmod,NOUN,False,True,False,False,"['cuer', 'po']",2.0
369,7,25,alcanzaba,7,alcanzar,,VERB,ROOT,VERB,False,True,False,False,"['al', 'can', 'za', 'ba']",4.0
370,8,25,ese,8,ese,,DET,det,DET,True,True,False,False,['ese'],1.0
371,9,25,sufrimiento,9,sufrimiento,,NOUN,obj,NOUN,False,True,False,False,"['su', 'fri', 'mien', 'to']",4.0
372,10,25,amordazado,10,amordazado,,ADJ,amod,ADJ,False,True,False,False,"['amor', 'da', 'za', 'do']",4.0
374,0,26,Yo,0,yo,,PRON,nsubj,PRON,True,True,False,False,['yo'],1.0
375,1,26,era,1,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
376,2,26,un,2,uno,,DET,det,DET,True,True,False,False,['un'],1.0
377,3,26,axolotl,3,axolotl,,NOUN,ROOT,NOUN,False,True,False,False,"['axo', 'lo', 'tl']",3.0
378,4,26,y,4,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
379,5,26,sabía,5,saber,,VERB,conj,VERB,False,True,False,False,"['sa', 'bía']",2.0
380,6,26,ahora,6,ahora,,ADV,advmod,ADV,True,True,False,False,"['aho', 'ra']",2.0
381,7,26,instantáneamente,7,instantáneamente,,ADJ,obj,ADJ,False,True,False,False,"['ins', 'tan', 'tá', 'nea', 'men', 'te']",6.0
382,8,26,que,8,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
383,9,26,ninguna,9,ninguno,,DET,det,DET,True,True,False,False,"['nin', 'gu', 'na']",3.0
384,10,26,comprensión,10,comprensión,,NOUN,nsubj,NOUN,False,True,False,False,"['com', 'pren', 'sión']",3.0
385,11,26,era,11,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
386,12,26,posible,12,posible,,ADJ,ccomp,ADJ,True,True,False,False,"['po', 'si', 'ble']",3.0
388,0,27,Él,0,él,,PRON,nsubj,PRON,True,True,False,False,['él'],1.0
389,1,27,estaba,1,estar,,AUX,cop,AUX,True,True,False,False,"['es', 'ta', 'ba']",3.0
390,2,27,fuera,2,fuera,,ADV,ROOT,ADV,True,True,False,False,"['fue', 'ra']",2.0
391,3,27,del,3,del,,ADP,case,ADP,True,True,False,False,['del'],1.0
392,4,27,acuario,4,acuario,,NOUN,obl,NOUN,False,True,False,False,"['acua', 'rio']",2.0
394,6,27,su,6,su,,DET,det,DET,True,True,False,False,['su'],1.0
395,7,27,pensamiento,7,pensamiento,,NOUN,nsubj,NOUN,False,True,False,False,"['pen', 'sa', 'mien', 'to']",4.0
396,8,27,era,8,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
397,9,27,un,9,uno,,DET,det,DET,True,True,False,False,['un'],1.0
398,10,27,pensamiento,10,pensamiento,,NOUN,advcl,NOUN,False,True,False,False,"['pen', 'sa', 'mien', 'to']",4.0
399,11,27,fuera,11,fuera,,ADV,advmod,ADV,True,True,False,False,"['fue', 'ra']",2.0
400,12,27,del,12,del,,ADP,case,ADP,True,True,False,False,['del'],1.0
401,13,27,acuario,13,acuario,,NOUN,obl,NOUN,False,True,False,False,"['acua', 'rio']",2.0
403,0,28,Me,0,yo,,PRON,iobj,PRON,True,True,False,False,['me'],1.0
404,1,28,pareció,1,parecer,,VERB,ROOT,VERB,False,True,False,False,"['pa', 're', 'ció']",3.0
405,2,28,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
406,3,28,no,3,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
407,4,28,se,4,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0
408,5,28,interesaba,5,interesar,,VERB,csubj,VERB,False,True,False,False,"['in', 'te', 're', 'sa', 'ba']",5.0
409,6,28,tanto,6,tanto,,ADV,cc,ADV,True,True,False,False,"['tan', 'to']",2.0
410,7,28,por,7,por,,ADP,case,ADP,True,True,False,False,['por'],1.0
411,8,28,nosotros,8,yo,,PRON,nsubj,PRON,True,True,False,False,"['no', 'so', 'tros']",3.0
413,10,28,que,10,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
414,11,28,obedecía,11,obedecer,,VERB,acl,VERB,False,True,False,False,"['obe', 'de', 'cía']",3.0
415,12,28,a,12,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
416,13,28,una,13,uno,,DET,det,DET,True,True,False,False,['una'],1.0
417,14,28,costumbre,14,costumbre,,NOUN,obj,NOUN,False,True,False,False,"['cos', 'tum', 'bre']",3.0
419,0,29,Me,0,yo,,PRON,iobj,PRON,True,True,False,False,['me'],1.0
420,1,29,parece,1,parecer,,VERB,ROOT,VERB,True,True,False,False,"['pa', 're', 'ce']",3.0
421,2,29,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
422,3,29,de,3,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
423,4,29,todo,4,todo,,DET,det,DET,True,True,False,False,"['to', 'do']",2.0
424,5,29,esto,5,este,,PRON,nsubj,PRON,True,True,False,False,"['es', 'to']",2.0
425,6,29,alcancé,6,alcancer,,VERB,csubj,VERB,False,True,False,False,"['al', 'can', 'cé']",3.0
426,7,29,a,7,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
427,8,29,comunicarle,8,comunicar él,,VERB,xcomp,VERB,False,True,False,False,"['co', 'mu', 'ni', 'car', 'le']",5.0
428,9,29,algo,9,algo,,PRON,obj,PRON,True,True,False,False,"['al', 'go']",2.0
429,10,29,en,10,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
430,11,29,los,11,el,,DET,det,DET,True,True,False,False,['los'],1.0
431,12,29,primeros,12,primero,,ADJ,amod,ADJ,True,True,False,False,"['pri', 'me', 'ros']",3.0
432,13,29,días,13,día,,NOUN,obl,NOUN,True,True,False,False,['días'],1.0
434,0,30,Este,0,este,,DET,det,DET,True,True,False,False,"['es', 'te']",2.0
435,1,30,resumen,1,resumen,,NOUN,ROOT,NOUN,False,True,False,False,"['re', 'su', 'men']",3.0
436,2,30,que,2,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
437,3,30,publico,3,publico,,ADJ,dep,ADJ,False,True,False,False,"['pu', 'bli', 'co']",3.0
438,4,30,ahora,4,ahora,,ADV,advmod,ADV,True,True,False,False,"['aho', 'ra']",2.0
439,5,30,tiene,5,tener,,VERB,acl,VERB,True,True,False,False,"['tie', 'ne']",2.0
440,6,30,necesariamente,6,necesariamente,,ADV,advmod,ADV,False,True,False,False,"['ne', 'ce', 'sa', 'ria', 'men', 'te']",6.0
441,7,30,que,7,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
442,8,30,ser,8,ser,,AUX,cop,AUX,True,True,False,False,['ser'],1.0
443,9,30,imperfecto,9,imperfecto,,ADJ,conj,ADJ,False,True,False,False,"['im', 'per', 'fec', 'to']",4.0
445,0,31,Puedo,0,poder,,AUX,aux,AUX,True,True,False,False,"['pue', 'do']",2.0
446,1,31,aventurarme,1,aventurar yo,,VERB,ROOT,VERB,False,True,False,False,"['aven', 'tu', 'rar', 'me']",4.0
447,2,31,a,2,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
448,3,31,manifestar,3,manifestar,,VERB,xcomp,VERB,False,True,False,False,"['ma', 'ni', 'fes', 'tar']",4.0
449,4,31,mi,4,mi,,DET,det,DET,True,True,False,False,['mi'],1.0
450,5,31,convicción,5,convicción,,NOUN,obj,NOUN,False,True,False,False,"['con', 'vic', 'ción']",3.0
451,6,31,sobre,6,sobre,,ADP,case,ADP,True,True,False,False,"['so', 'bre']",2.0
452,7,31,el,7,el,,DET,det,DET,True,True,False,False,['el'],1.0
453,8,31,gran,8,gran,,ADJ,amod,ADJ,True,True,False,False,['gran'],1.0
454,9,31,valor,9,valor,,NOUN,obl,NOUN,True,True,False,False,"['va', 'lor']",2.0
455,10,31,de,10,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
456,11,31,estos,11,este,,DET,det,DET,True,True,False,False,"['es', 'tos']",2.0
457,12,31,estudios,12,estudio,,NOUN,nmod,NOUN,False,True,False,False,"['es', 'tu', 'dios']",3.0
459,0,32,Es,0,ser,,AUX,cop,AUX,True,True,False,False,['es'],1.0
460,1,32,ésta,1,este,,PRON,nsubj,PRON,True,True,False,False,"['és', 'ta']",2.0
461,2,32,la,2,el,,DET,det,DET,True,True,False,False,['la'],1.0
462,3,32,doctrina,3,doctrina,,NOUN,ROOT,NOUN,False,True,False,False,"['doc', 'tri', 'na']",3.0
463,4,32,de,4,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
464,5,32,Malthus,5,Malthus,PER,PROPN,nmod,PROPN,False,True,False,False,"['mal', 'thus']",2.0
465,6,32,aplicada,6,aplicado,,ADJ,amod,ADJ,False,True,False,False,"['apli', 'ca', 'da']",3.0
466,7,32,al,7,al,,ADP,case,ADP,True,True,False,False,['al'],1.0
467,8,32,conjunto,8,conjunto,,NOUN,obj,NOUN,False,True,False,False,"['con', 'jun', 'to']",3.0
468,9,32,de,9,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
469,10,32,los,10,el,,DET,det,DET,True,True,False,False,['los'],1.0
470,11,32,reinos,11,reino,,NOUN,nmod,NOUN,False,True,False,False,"['rei', 'nos']",2.0
471,12,32,animal,12,animal,,ADJ,amod,ADJ,False,True,False,False,"['ani', 'mal']",2.0
472,13,32,y,13,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
473,14,32,vegetal,14,vegetal,,NOUN,conj,NOUN,False,True,False,False,"['ve', 'ge', 'tal']",3.0
475,0,33,En,0,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
476,1,33,el,1,el,,DET,det,DET,True,True,False,False,['el'],1.0
477,2,33,capítulo,2,capítulo,,NOUN,obl,NOUN,False,True,False,False,"['ca', 'pí', 'tu', 'lo']",4.0
478,3,33,siguiente,3,siguiente,,ADJ,amod,ADJ,True,True,False,False,"['si', 'guien', 'te']",3.0
479,4,33,discutiré,4,discutir,,VERB,ROOT,VERB,False,True,False,False,"['dis', 'cu', 'ti', 'ré']",4.0
480,5,33,las,5,el,,DET,det,DET,True,True,False,False,['las'],1.0
481,6,33,complejas,6,compleja,,NOUN,nsubj,NOUN,False,True,False,False,"['com', 'ple', 'jas']",3.0
482,7,33,y,7,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0
483,8,33,poco,8,poco,,ADV,advmod,ADV,True,True,False,False,"['po', 'co']",2.0
484,9,33,conocidas,9,conocido,,ADJ,amod,ADJ,False,True,False,False,"['co', 'no', 'ci', 'das']",4.0
485,10,33,leyes,10,ley,,NOUN,conj,NOUN,False,True,False,False,"['le', 'yes']",2.0
486,11,33,de,11,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
487,12,33,la,12,el,,DET,det,DET,True,True,False,False,['la'],1.0
488,13,33,variación,13,variación,,NOUN,nmod,NOUN,False,True,False,False,"['va', 'ria', 'ción']",3.0
490,0,34,En,0,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
491,1,34,el,1,el,,DET,det,DET,True,True,False,False,['el'],1.0
492,2,34,último,2,último,,ADJ,amod,ADJ,True,True,False,False,"['úl', 'ti', 'mo']",3.0
493,3,34,capítulo,3,capítulo,,NOUN,obl,NOUN,False,True,False,False,"['ca', 'pí', 'tu', 'lo']",4.0
494,4,34,daré,4,dar,,VERB,ROOT,VERB,False,True,False,False,"['da', 'ré']",2.0
495,5,34,un,5,uno,,DET,det,DET,True,True,False,False,['un'],1.0
496,6,34,breve,6,breve,,ADJ,amod,ADJ,True,True,False,False,"['bre', 've']",2.0
497,7,34,resumen,7,resumen,,NOUN,obj,NOUN,False,True,False,False,"['re', 'su', 'men']",3.0
498,8,34,de,8,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
499,9,34,toda,9,todo,,DET,det,DET,True,True,False,False,"['to', 'da']",2.0
500,10,34,la,10,el,,DET,det,DET,True,True,False,False,['la'],1.0
501,11,34,obra,11,obra,,NOUN,nmod,NOUN,False,True,False,False,['obra'],1.0
503,0,35,Los,0,el,,DET,det,DET,True,True,False,False,['los'],1.0
504,1,35,efectos,1,efecto,,NOUN,nsubj,NOUN,False,True,False,False,"['efec', 'tos']",2.0
505,2,35,en,2,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
506,3,35,la,3,el,,DET,det,DET,True,True,False,False,['la'],1.0
507,4,35,descendencia,4,descendencia,,NOUN,nmod,NOUN,False,True,False,False,"['des', 'cen', 'den', 'cia']",4.0
508,5,35,son,5,ser,,AUX,aux,AUX,True,True,False,False,['son'],1.0
509,6,35,determinados,6,determinado,,ADJ,ROOT,ADJ,False,True,False,False,"['de', 'ter', 'mi', 'na', 'dos']",5.0
510,7,35,o,7,o,,CCONJ,cc,CCONJ,False,True,False,False,['o'],1.0
511,8,35,indeterminados,8,indeterminado,,ADJ,conj,ADJ,False,True,False,False,"['in', 'de', 'ter', 'mi', 'na', 'dos']",6.0
513,0,36,Esto,0,este,,PRON,nsubj,PRON,True,True,False,False,"['es', 'to']",2.0
514,1,36,se,1,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0
515,2,36,atribuye,2,atribuir,,VERB,ROOT,VERB,False,True,False,False,"['atri', 'bu', 'ye']",3.0
516,3,36,en,3,en,,ADP,advmod,ADP,True,True,False,False,['en'],1.0
517,4,36,general,4,general,,NOUN,fixed,NOUN,True,True,False,False,"['ge', 'ne', 'ral']",3.0
519,6,36,aunque,6,aunque,,SCONJ,cc,SCONJ,True,True,False,False,"['aun', 'que']",2.0
520,7,36,erróneamente,7,erróneamente,,ADV,fixed,ADV,False,True,False,False,"['erró', 'nea', 'men', 'te']",4.0
522,9,36,a,9,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
523,10,36,instintos,10,instinto,,NOUN,obl,NOUN,False,True,False,False,"['ins', 'tin', 'tos']",3.0
524,11,36,viciados,11,viciado,,ADJ,amod,ADJ,False,True,False,False,"['vi', 'cia', 'dos']",3.0
526,0,37,Muchas,0,mucho,,DET,det,DET,True,True,False,False,"['mu', 'chas']",2.0
527,1,37,plantas,1,planta,,NOUN,nsubj,NOUN,False,True,False,False,"['plan', 'tas']",2.0
528,2,37,exóticas,2,exótico,,ADJ,amod,ADJ,False,True,False,False,"['exó', 'ti', 'cas']",3.0
529,3,37,tienen,3,tener,,VERB,ROOT,VERB,True,True,False,False,"['tie', 'nen']",2.0
530,4,37,polen,4,polar,,VERB,obj,VERB,False,True,False,False,"['po', 'len']",2.0
531,5,37,completamente,5,completamente,,ADV,advmod,ADV,False,True,False,False,"['com', 'ple', 'ta', 'men', 'te']",5.0
532,6,37,inútil,6,inútil,,ADJ,amod,ADJ,False,True,False,False,"['inú', 'til']",2.0
534,0,38,Estas,0,este,,DET,det,DET,True,True,False,False,"['es', 'tas']",2.0
535,1,38,variaciones,1,variación,,NOUN,nsubj,NOUN,False,True,False,False,"['va', 'ria', 'cio', 'nes']",4.0
536,2,38,de,2,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
537,3,38,brotes,3,brote,,NOUN,nmod,NOUN,False,True,False,False,"['bro', 'tes']",2.0
539,5,38,como,5,como,,SCONJ,mark,SCONJ,True,True,False,False,"['co', 'mo']",2.0
540,6,38,puede,6,puede,,NOUN,fixed,NOUN,True,True,False,False,"['pue', 'de']",2.0
541,7,38,llamárseles,7,llamársel,,ADJ,amod,ADJ,False,True,False,False,"['lla', 'már', 's', 'eles']",4.0
543,9,38,pueden,9,poder,,AUX,aux,AUX,True,True,False,False,"['pue', 'den']",2.0
544,10,38,ser,10,ser,,AUX,aux,AUX,True,True,False,False,['ser'],1.0
545,11,38,propagadas,11,propagar,,VERB,ROOT,VERB,False,True,False,False,"['pro', 'pa', 'ga', 'das']",4.0
546,12,38,por,12,por,,ADP,case,ADP,True,True,False,False,['por'],1.0
547,13,38,injertos,13,injerto,,NOUN,obj,NOUN,False,True,False,False,"['in', 'jer', 'tos']",3.0
549,0,39,El,0,el,,DET,det,DET,True,True,False,False,['el'],1.0
550,1,39,cambio,1,cambio,,NOUN,nsubj,NOUN,False,True,False,False,"['cam', 'bio']",2.0
551,2,39,de,2,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
552,3,39,condiciones,3,condición,,NOUN,nmod,NOUN,False,True,False,False,"['con', 'di', 'cio', 'nes']",4.0
553,4,39,produce,4,producir,,VERB,ROOT,VERB,False,True,False,False,"['pro', 'du', 'ce']",3.0
554,5,39,un,5,uno,,DET,det,DET,True,True,False,False,['un'],1.0
555,6,39,efecto,6,efecto,,NOUN,obj,NOUN,False,True,False,False,"['efec', 'to']",2.0
556,7,39,hereditario,7,hereditario,,ADJ,amod,ADJ,False,True,False,False,"['he', 're', 'di', 'ta', 'rio']",5.0
558,0,40,Sólo,0,sólo,PER,ADV,advmod,ADV,True,True,False,False,"['só', 'lo']",2.0
559,1,40,me,1,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0
560,2,40,referiré,2,referir,,VERB,ROOT,VERB,False,True,False,False,"['re', 'fe', 'ri', 'ré']",4.0
561,3,40,aquí,3,aquí,,ADV,advmod,ADV,True,True,False,False,['aquí'],1.0
562,4,40,a,4,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0
563,5,40,lo,5,él,,PRON,det,PRON,True,True,False,False,['lo'],1.0
564,6,40,que,6,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
565,7,40,puede,7,poder,,AUX,aux,AUX,True,True,False,False,"['pue', 'de']",2.0
566,8,40,llamarse,8,llamar él,,VERB,advcl,VERB,False,True,False,False,"['lla', 'mar', 'se']",3.0
567,9,40,variación,9,variación,,NOUN,obj,NOUN,False,True,False,False,"['va', 'ria', 'ción']",3.0
568,10,40,correlativa,10,correlativo,,ADJ,amod,ADJ,False,True,False,False,"['co', 'rre', 'la', 'ti', 'va']",5.0
570,0,41,Los,0,el,,DET,det,DET,True,True,False,False,['los'],1.0
571,1,41,criadores,1,criador,,NOUN,nsubj,NOUN,False,True,False,False,"['cria', 'do', 'res']",3.0
572,2,41,creen,2,creer,,VERB,ROOT,VERB,False,True,False,False,['creen'],1.0
573,3,41,que,3,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
574,4,41,las,4,el,,DET,det,DET,True,True,False,False,['las'],1.0
575,5,41,patas,5,pata,,NOUN,nsubj,NOUN,False,True,False,False,"['pa', 'tas']",2.0
576,6,41,largas,6,larga,,ADJ,amod,ADJ,False,True,False,False,"['lar', 'gas']",2.0
577,7,41,van,7,ir,,VERB,ccomp,VERB,True,True,False,False,['van'],1.0
578,8,41,casi,8,casi,,ADV,advmod,ADV,True,True,False,False,"['ca', 'si']",2.0
579,9,41,siempre,9,siempre,,ADV,advmod,ADV,True,True,False,False,"['siem', 'pre']",2.0
580,10,41,acompañadas,10,acompañado,,ADJ,obj,ADJ,False,True,False,False,"['acom', 'pa', 'ña', 'das']",4.0
581,11,41,de,11,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
582,12,41,cabeza,12,cabeza,,NOUN,obj,NOUN,False,True,False,False,"['ca', 'be', 'za']",3.0
583,13,41,alargada,13,alargado,,ADJ,amod,ADJ,False,True,False,False,"['alar', 'ga', 'da']",3.0
585,0,42,Toda,0,todo,,DET,det,DET,True,True,False,False,"['to', 'da']",2.0
586,1,42,variación,1,variación,,NOUN,nsubj,NOUN,False,True,False,False,"['va', 'ria', 'ción']",3.0
587,2,42,que,2,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
588,3,42,no,3,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
589,4,42,es,4,ser,,AUX,cop,AUX,True,True,False,False,['es'],1.0
590,5,42,hereditaria,5,hereditario,,ADJ,acl,ADJ,False,True,False,False,"['he', 're', 'di', 'ta', 'ria']",5.0
591,6,42,carece,6,carecer,,VERB,ROOT,VERB,False,True,False,False,"['ca', 're', 'ce']",3.0
592,7,42,de,7,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
593,8,42,importancia,8,importancia,,NOUN,obj,NOUN,False,True,False,False,"['im', 'por', 'tan', 'cia']",4.0
594,9,42,para,9,para,,ADP,case,ADP,True,True,False,False,"['pa', 'ra']",2.0
595,10,42,nosotros,10,yo,,PRON,nmod,PRON,True,True,False,False,"['no', 'so', 'tros']",3.0
597,0,43,Las,0,el,,DET,det,DET,True,True,False,False,['las'],1.0
598,1,43,leyes,1,ley,,NOUN,nsubj,NOUN,False,True,False,False,"['le', 'yes']",2.0
599,2,43,que,2,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0
600,3,43,rigen,3,regar,,VERB,acl,VERB,False,True,False,False,"['ri', 'gen']",2.0
601,4,43,la,4,el,,DET,det,DET,True,True,False,False,['la'],1.0
602,5,43,herencia,5,herencia,,NOUN,obj,NOUN,False,True,False,False,"['he', 'ren', 'cia']",3.0
603,6,43,son,6,ser,,AUX,cop,AUX,True,True,False,False,['son'],1.0
605,8,43,en,8,en,,ADP,case,ADP,True,True,False,False,['en'],1.0
606,9,43,su,9,su,,DET,det,DET,True,True,False,False,['su'],1.0
607,10,43,mayor,10,mayor,,ADJ,amod,ADJ,True,True,False,False,"['ma', 'yor']",2.0
608,11,43,parte,11,parte,,NOUN,obl,NOUN,True,True,False,False,"['par', 'te']",2.0
610,13,43,desconocidas,13,desconocido,,ADJ,ROOT,ADJ,False,True,False,False,"['des', 'co', 'no', 'ci', 'das']",5.0
612,0,44,Creo,0,creer,,VERB,ROOT,VERB,True,True,False,False,['creo'],1.0
613,1,44,que,1,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0
614,2,44,esta,2,este,,DET,det,DET,True,True,False,False,"['es', 'ta']",2.0
615,3,44,regla,3,regla,,NOUN,nsubj,NOUN,False,True,False,False,"['re', 'gla']",2.0
616,4,44,es,4,ser,,AUX,cop,AUX,True,True,False,False,['es'],1.0
617,5,44,de,5,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
618,6,44,suma,6,sumo,,ADJ,amod,ADJ,False,True,False,False,"['su', 'ma']",2.0
619,7,44,importancia,7,importancia,,NOUN,ccomp,NOUN,False,True,False,False,"['im', 'por', 'tan', 'cia']",4.0
620,8,44,para,8,para,,ADP,mark,ADP,True,True,False,False,"['pa', 'ra']",2.0
621,9,44,explicar,9,explicar,,VERB,acl,VERB,False,True,False,False,"['ex', 'pli', 'car']",3.0
622,10,44,las,10,el,,DET,det,DET,True,True,False,False,['las'],1.0
623,11,44,leyes,11,ley,,NOUN,obj,NOUN,False,True,False,False,"['le', 'yes']",2.0
624,12,44,de,12,de,,ADP,case,ADP,True,True,False,False,['de'],1.0
625,13,44,la,13,el,,DET,det,DET,True,True,False,False,['la'],1.0
626,14,44,embriología,14,embriología,,NOUN,nmod,NOUN,False,True,False,False,"['em', 'brio', 'lo', 'gía']",4.0
628,0,45,Rebeca,0,Rebeca,MISC,PROPN,nsubj,PROPN,False,True,False,False,"['re', 'be', 'ca']",3.0
629,1,45,no,1,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0
630,2,45,era,2,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0
631,3,45,ninguna,3,ninguno,,DET,det,DET,True,True,False,False,"['nin', 'gu', 'na']",3.0
632,4,45,niña,4,niña,,NOUN,ROOT,NOUN,False,True,False,False,"['ni', 'ña']",2.0
633,5,45,cuando,5,cuando,,SCONJ,mark,SCONJ,True,True,False,False,"['cuan', 'do']",2.0
634,6,45,la,6,él,,PRON,obj,PRON,True,True,False,False,['la'],1.0
635,7,45,enviaron,7,enviar,,VERB,advcl,VERB,False,True,False,False,"['en', 'via', 'ron']",3.0
636,8,45,a,8,a,,ADP,case,ADP,False,True,False,False,['a'],1.0
637,9,45,nuestra,9,nuestro,,DET,det,DET,True,True,False,False,"['nues', 'tra']",2.0
638,10,45,clínica,10,clínica,,NOUN,iobj,NOUN,False,True,False,False,"['clí', 'ni', 'ca']",3.0
