,index,doc_id,token,token_order,lemma,ent_type,tag,dep,pos,is_stop,is_alpha,is_digit,is_punct,syllables,syllables_count,frec,ncategorias
264,5,20,consuelo,5,consuelo,,NOUN,nmod,NOUN,False,True,False,False,"['con', 'sue', 'lo']",3.0,128,3
265,7,20,transmitiendo,7,transmitir,,VERB,advcl,VERB,False,True,False,False,"['trans', 'mi', 'tien', 'do']",4.0,10,1
266,8,20,pueriles,8,pueril,,ADJ,obj,ADJ,False,True,False,False,"['pue', 'ri', 'les']",3.0,4,1
267,9,20,esperanzas,9,esperanzas,,PROPN,amod,PROPN,False,True,False,False,"['es', 'pe', 'ran', 'zas']",4.0,128,3
268,0,21,los,0,el,,DET,det,DET,True,True,False,False,['los'],1.0,83522,6
269,1,21,axolotl,1,axolotl,,NOUN,nsubj,NOUN,False,True,False,False,"['axo', 'lo', 'tl']",3.0,,
270,2,21,eran,2,ser,,AUX,cop,AUX,True,True,False,False,['eran'],1.0,2219,4
271,3,21,como,3,como,,SCONJ,mark,SCONJ,True,True,False,False,"['co', 'mo']",2.0,24440,5
272,4,21,testigos,4,testigo,,NOUN,ROOT,NOUN,False,True,False,False,"['tes', 'ti', 'gos']",3.0,114,3
273,5,21,de,5,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
274,6,21,algo,6,algo,,PRON,nmod,PRON,True,True,False,False,"['al', 'go']",2.0,4157,3
275,8,21,y,8,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
276,9,21,a,9,a,,ADP,conj,ADP,False,True,False,False,['a'],1.0,91360,3
277,10,21,veces,10,veces,,NOUN,fixed,NOUN,True,True,False,False,"['ve', 'ces']",2.0,1614,3
278,11,21,como,11,como,,SCONJ,fixed,SCONJ,True,True,False,False,"['co', 'mo']",2.0,24440,5
279,12,21,horribles,12,horribl,,NOUN,parataxis,NOUN,False,True,False,False,"['ho', 'rri', 'bles']",3.0,28,1
280,13,21,jueces,13,juez,,ADJ,amod,ADJ,False,True,False,False,"['jue', 'ces']",2.0,147,2
281,0,22,eran,0,ser,,AUX,cop,AUX,True,True,False,False,['eran'],1.0,2219,4
282,1,22,larvas,1,larva,,ADJ,ROOT,ADJ,False,True,False,False,"['lar', 'vas']",2.0,17,1
283,3,22,pero,3,pero,,CCONJ,cc,CCONJ,True,True,False,False,"['pe', 'ro']",2.0,19480,5
284,4,22,larva,4,larva,,NOUN,nsubj,NOUN,False,True,False,False,"['lar', 'va']",2.0,13,1
285,5,22,quiere,5,querer,,VERB,conj,VERB,True,True,False,False,"['quie', 're']",2.0,1232,3
286,6,22,decir,6,decir,,NOUN,xcomp,NOUN,True,True,False,False,"['de', 'cir']",2.0,2120,3
287,7,22,máscara,7,máscara,,PROPN,obj,PROPN,False,True,False,False,"['más', 'ca', 'ra']",3.0,69,1
288,8,22,y,8,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
289,9,22,también,9,también,,ADV,advmod,ADV,True,True,False,False,"['tam', 'bién']",2.0,7087,3
290,10,22,fantasma,10,fantasma,,ADJ,conj,ADJ,False,True,False,False,"['fan', 'tas', 'ma']",3.0,101,3
291,0,23,lejos,0,lejos,,ADV,case,ADV,True,True,False,False,"['le', 'jos']",2.0,437,2
292,1,23,del,1,del,,ADP,case,ADP,True,True,False,False,['del'],1.0,49142,3
293,2,23,acuario,2,acuario,,NOUN,nsubj,NOUN,False,True,False,False,"['acua', 'rio']",2.0,9,2
294,3,23,no,3,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0,55524,3
295,4,23,hacía,4,hacer,,VERB,ROOT,VERB,False,True,False,False,"['ha', 'cía']",2.0,1319,2
296,5,23,más,5,más,,ADV,advmod,ADV,True,True,False,False,['más'],1.0,20040,4
297,6,23,que,6,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0,153240,5
298,7,23,pensar,7,pensar,,VERB,xcomp,VERB,False,True,False,False,"['pen', 'sar']",2.0,846,2
299,8,23,en,8,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
300,9,23,ellos,9,él,,PRON,obj,PRON,True,True,False,False,['ellos'],1.0,3177,3
301,11,23,era,11,ser,,AUX,advcl,AUX,True,True,False,False,['era'],1.0,11342,6
302,12,23,como,12,como,,ADP,mark,ADP,True,True,False,False,"['co', 'mo']",2.0,24440,5
303,13,23,si,13,si,,SCONJ,mark,SCONJ,True,True,False,False,['si'],1.0,10060,3
304,14,23,me,14,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0,18437,3
305,15,23,influyeran,15,influir,,VERB,ccomp,VERB,False,True,False,False,"['in', 'flu', 'ye', 'ran']",4.0,,
306,16,23,a,16,a,,ADP,case,ADP,False,True,False,False,['a'],1.0,91360,3
307,17,23,distancia,17,distancia,,NOUN,obl,NOUN,False,True,False,False,"['dis', 'tan', 'cia']",3.0,396,4
308,0,24,acaso,0,acaso,,ADV,advmod,ADV,False,True,False,False,"['aca', 'so']",2.0,498,3
309,1,24,sus,1,su,,DET,det,DET,True,True,False,False,['sus'],1.0,16997,3
310,2,24,ojos,2,ojo,,NOUN,nsubj,NOUN,False,True,False,False,['ojos'],1.0,2718,2
311,3,24,veían,3,ver,,VERB,ROOT,VERB,False,True,False,False,['veían'],1.0,122,1
312,4,24,en,4,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
313,5,24,plena,5,pleno,,ADJ,amod,ADJ,False,True,False,False,"['ple', 'na']",2.0,283,2
314,6,24,noche,6,noche,,NOUN,obl,NOUN,False,True,False,False,"['no', 'che']",2.0,2273,3
315,8,24,y,8,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
316,9,24,el,9,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
317,10,24,día,10,día,,NOUN,obl,NOUN,True,True,False,False,['día'],1.0,3951,3
318,11,24,continuaba,11,continuar,,VERB,conj,VERB,False,True,False,False,"['con', 'ti', 'nua', 'ba']",4.0,102,1
319,12,24,para,12,para,,ADP,case,ADP,True,True,False,False,"['pa', 'ra']",2.0,27656,8
320,13,24,ellos,13,él,,PRON,obl,PRON,True,True,False,False,['ellos'],1.0,3177,3
321,14,24,indefinidamente,14,indefinidamente,,ADV,advmod,ADV,False,True,False,False,"['in', 'de', 'fi', 'ni', 'da', 'men', 'te']",7.0,44,1
322,0,25,sufrían,0,Sufrían,LOC,PROPN,nsubj,PROPN,False,True,False,False,"['su', 'frían']",2.0,22,1
323,2,25,cada,2,cada,,DET,det,DET,True,True,False,False,"['ca', 'da']",2.0,4389,3
324,3,25,fibra,3,fibra,,NOUN,nsubj,NOUN,False,True,False,False,"['fi', 'bra']",2.0,53,2
325,4,25,de,4,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
326,5,25,mi,5,mi,,DET,det,DET,True,True,False,False,['mi'],1.0,9450,4
327,6,25,cuerpo,6,cuerpo,,NOUN,nmod,NOUN,False,True,False,False,"['cuer', 'po']",2.0,1924,3
328,7,25,alcanzaba,7,alcanzar,,VERB,ROOT,VERB,False,True,False,False,"['al', 'can', 'za', 'ba']",4.0,62,1
329,8,25,ese,8,ese,,DET,det,DET,True,True,False,False,['ese'],1.0,4406,4
330,9,25,sufrimiento,9,sufrimiento,,NOUN,obj,NOUN,False,True,False,False,"['su', 'fri', 'mien', 'to']",4.0,149,1
331,10,25,amordazado,10,amordazado,,ADJ,amod,ADJ,False,True,False,False,"['amor', 'da', 'za', 'do']",4.0,2,1
332,0,26,yo,0,yo,,PRON,nsubj,PRON,True,True,False,False,['yo'],1.0,7920,3
333,1,26,era,1,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0,11342,6
334,2,26,un,2,uno,,DET,det,DET,True,True,False,False,['un'],1.0,62236,4
335,3,26,axolotl,3,axolotl,,NOUN,ROOT,NOUN,False,True,False,False,"['axo', 'lo', 'tl']",3.0,,
336,4,26,y,4,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
337,5,26,sabía,5,saber,,VERB,conj,VERB,False,True,False,False,"['sa', 'bía']",2.0,942,2
338,6,26,ahora,6,ahora,,ADV,advmod,ADV,True,True,False,False,"['aho', 'ra']",2.0,4949,3
339,7,26,instantáneamente,7,instantáneamente,,ADJ,obj,ADJ,False,True,False,False,"['ins', 'tan', 'tá', 'nea', 'men', 'te']",6.0,14,1
340,8,26,que,8,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0,153240,5
341,9,26,ninguna,9,ninguno,,DET,det,DET,True,True,False,False,"['nin', 'gu', 'na']",3.0,1036,3
342,10,26,comprensión,10,comprensión,,NOUN,nsubj,NOUN,False,True,False,False,"['com', 'pren', 'sión']",3.0,112,1
343,11,26,era,11,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0,11342,6
344,12,26,posible,12,posible,,ADJ,ccomp,ADJ,True,True,False,False,"['po', 'si', 'ble']",3.0,1690,3
345,0,27,él,0,él,,PRON,nsubj,PRON,True,True,False,False,['él'],1.0,5809,2
346,1,27,estaba,1,estar,,AUX,cop,AUX,True,True,False,False,"['es', 'ta', 'ba']",3.0,4484,2
347,2,27,fuera,2,fuera,,ADV,ROOT,ADV,True,True,False,False,"['fue', 'ra']",2.0,1624,4
348,3,27,del,3,del,,ADP,case,ADP,True,True,False,False,['del'],1.0,49142,3
349,4,27,acuario,4,acuario,,NOUN,obl,NOUN,False,True,False,False,"['acua', 'rio']",2.0,9,2
350,6,27,su,6,su,,DET,det,DET,True,True,False,False,['su'],1.0,39544,3
351,7,27,pensamiento,7,pensamiento,,NOUN,nsubj,NOUN,False,True,False,False,"['pen', 'sa', 'mien', 'to']",4.0,403,2
352,8,27,era,8,ser,,AUX,cop,AUX,True,True,False,False,['era'],1.0,11342,6
353,9,27,un,9,uno,,DET,det,DET,True,True,False,False,['un'],1.0,62236,4
354,10,27,pensamiento,10,pensamiento,,NOUN,advcl,NOUN,False,True,False,False,"['pen', 'sa', 'mien', 'to']",4.0,403,2
355,11,27,fuera,11,fuera,,ADV,advmod,ADV,True,True,False,False,"['fue', 'ra']",2.0,1624,4
356,12,27,del,12,del,,ADP,case,ADP,True,True,False,False,['del'],1.0,49142,3
357,13,27,acuario,13,acuario,,NOUN,obl,NOUN,False,True,False,False,"['acua', 'rio']",2.0,9,2
358,0,28,me,0,yo,,PRON,iobj,PRON,True,True,False,False,['me'],1.0,18437,3
359,1,28,pareció,1,parecer,,VERB,ROOT,VERB,False,True,False,False,"['pa', 're', 'ció']",3.0,385,1
360,2,28,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0,153240,5
361,3,28,no,3,no,,ADV,advmod,ADV,True,True,False,False,['no'],1.0,55524,3
362,4,28,se,4,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0,68473,3
363,5,28,interesaba,5,interesar,,VERB,csubj,VERB,False,True,False,False,"['in', 'te', 're', 'sa', 'ba']",5.0,69,2
364,6,28,tanto,6,tanto,,ADV,cc,ADV,True,True,False,False,"['tan', 'to']",2.0,2483,4
365,7,28,por,7,por,,ADP,case,ADP,True,True,False,False,['por'],1.0,40060,3
366,8,28,nosotros,8,yo,,PRON,nsubj,PRON,True,True,False,False,"['no', 'so', 'tros']",3.0,1515,3
367,10,28,que,10,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0,153240,5
368,11,28,obedecía,11,obedecer,,VERB,acl,VERB,False,True,False,False,"['obe', 'de', 'cía']",3.0,20,1
369,12,28,a,12,a,,ADP,case,ADP,False,True,False,False,['a'],1.0,91360,3
370,13,28,una,13,uno,,DET,det,DET,True,True,False,False,['una'],1.0,47992,9
371,14,28,costumbre,14,costumbre,,NOUN,obj,NOUN,False,True,False,False,"['cos', 'tum', 'bre']",3.0,238,1
372,0,29,me,0,yo,,PRON,iobj,PRON,True,True,False,False,['me'],1.0,18437,3
373,1,29,parece,1,parecer,,VERB,ROOT,VERB,True,True,False,False,"['pa', 're', 'ce']",3.0,2427,5
374,2,29,que,2,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0,153240,5
375,3,29,de,3,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
376,4,29,todo,4,todo,,DET,det,DET,True,True,False,False,"['to', 'do']",2.0,7722,5
377,5,29,esto,5,este,,PRON,nsubj,PRON,True,True,False,False,"['es', 'to']",2.0,2276,2
378,6,29,alcancé,6,alcancer,,VERB,csubj,VERB,False,True,False,False,"['al', 'can', 'cé']",3.0,18,1
379,7,29,a,7,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0,91360,3
380,8,29,comunicarle,8,comunicar él,,VERB,xcomp,VERB,False,True,False,False,"['co', 'mu', 'ni', 'car', 'le']",5.0,13,1
381,9,29,algo,9,algo,,PRON,obj,PRON,True,True,False,False,"['al', 'go']",2.0,4157,3
382,10,29,en,10,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
383,11,29,los,11,el,,DET,det,DET,True,True,False,False,['los'],1.0,83522,6
384,12,29,primeros,12,primero,,ADJ,amod,ADJ,True,True,False,False,"['pri', 'me', 'ros']",3.0,902,2
385,13,29,días,13,día,,NOUN,obl,NOUN,True,True,False,False,['días'],1.0,2340,3
386,0,30,este,0,este,,DET,det,DET,True,True,False,False,"['es', 'te']",2.0,7736,5
387,1,30,resumen,1,resumen,,NOUN,ROOT,NOUN,False,True,False,False,"['re', 'su', 'men']",3.0,66,3
388,2,30,que,2,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0,153240,5
389,3,30,publico,3,publico,,ADJ,dep,ADJ,False,True,False,False,"['pu', 'bli', 'co']",3.0,27,2
390,4,30,ahora,4,ahora,,ADV,advmod,ADV,True,True,False,False,"['aho', 'ra']",2.0,4949,3
391,5,30,tiene,5,tener,,VERB,acl,VERB,True,True,False,False,"['tie', 'ne']",2.0,4715,2
392,6,30,necesariamente,6,necesariamente,,ADV,advmod,ADV,False,True,False,False,"['ne', 'ce', 'sa', 'ria', 'men', 'te']",6.0,144,1
393,7,30,que,7,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0,153240,5
394,8,30,ser,8,ser,,AUX,cop,AUX,True,True,False,False,['ser'],1.0,8389,4
395,9,30,imperfecto,9,imperfecto,,ADJ,conj,ADJ,False,True,False,False,"['im', 'per', 'fec', 'to']",4.0,9,1
396,0,31,puedo,0,poder,,AUX,aux,AUX,True,True,False,False,"['pue', 'do']",2.0,723,1
397,1,31,aventurarme,1,aventurar yo,,VERB,ROOT,VERB,False,True,False,False,"['aven', 'tu', 'rar', 'me']",4.0,2,1
398,2,31,a,2,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0,91360,3
399,3,31,manifestar,3,manifestar,,VERB,xcomp,VERB,False,True,False,False,"['ma', 'ni', 'fes', 'tar']",4.0,49,1
400,4,31,mi,4,mi,,DET,det,DET,True,True,False,False,['mi'],1.0,9450,4
401,5,31,convicción,5,convicción,,NOUN,obj,NOUN,False,True,False,False,"['con', 'vic', 'ción']",3.0,112,1
402,6,31,sobre,6,sobre,,ADP,case,ADP,True,True,False,False,"['so', 'bre']",2.0,8172,6
403,7,31,el,7,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
404,8,31,gran,8,gran,,ADJ,amod,ADJ,True,True,False,False,['gran'],1.0,2979,2
405,9,31,valor,9,valor,,NOUN,obl,NOUN,True,True,False,False,"['va', 'lor']",2.0,586,3
406,10,31,de,10,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
407,11,31,estos,11,este,,DET,det,DET,True,True,False,False,"['es', 'tos']",2.0,2657,4
408,12,31,estudios,12,estudio,,NOUN,nmod,NOUN,False,True,False,False,"['es', 'tu', 'dios']",3.0,513,2
409,0,32,es,0,ser,,AUX,cop,AUX,True,True,False,False,['es'],1.0,33839,3
410,1,32,ésta,1,este,,PRON,nsubj,PRON,True,True,False,False,"['és', 'ta']",2.0,838,2
411,2,32,la,2,el,,DET,det,DET,True,True,False,False,['la'],1.0,192562,6
412,3,32,doctrina,3,doctrina,,NOUN,ROOT,NOUN,False,True,False,False,"['doc', 'tri', 'na']",3.0,101,4
413,4,32,de,4,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
414,5,32,malthus,5,Malthus,PER,PROPN,nmod,PROPN,False,True,False,False,"['mal', 'thus']",2.0,1,1
415,6,32,aplicada,6,aplicado,,ADJ,amod,ADJ,False,True,False,False,"['apli', 'ca', 'da']",3.0,39,2
416,7,32,al,7,al,,ADP,case,ADP,True,True,False,False,['al'],1.0,24980,3
417,8,32,conjunto,8,conjunto,,NOUN,obj,NOUN,False,True,False,False,"['con', 'jun', 'to']",3.0,573,3
418,9,32,de,9,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
419,10,32,los,10,el,,DET,det,DET,True,True,False,False,['los'],1.0,83522,6
420,11,32,reinos,11,reino,,NOUN,nmod,NOUN,False,True,False,False,"['rei', 'nos']",2.0,27,1
421,12,32,animal,12,animal,,ADJ,amod,ADJ,False,True,False,False,"['ani', 'mal']",2.0,409,2
422,13,32,y,13,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
423,14,32,vegetal,14,vegetal,,NOUN,conj,NOUN,False,True,False,False,"['ve', 'ge', 'tal']",3.0,52,2
424,0,33,en,0,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
425,1,33,el,1,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
426,2,33,capítulo,2,capítulo,,NOUN,obl,NOUN,False,True,False,False,"['ca', 'pí', 'tu', 'lo']",4.0,188,3
427,3,33,siguiente,3,siguiente,,ADJ,amod,ADJ,True,True,False,False,"['si', 'guien', 'te']",3.0,732,1
428,4,33,discutiré,4,discutir,,VERB,ROOT,VERB,False,True,False,False,"['dis', 'cu', 'ti', 'ré']",4.0,1,1
429,5,33,las,5,el,,DET,det,DET,True,True,False,False,['las'],1.0,53845,5
430,6,33,complejas,6,compleja,,NOUN,nsubj,NOUN,False,True,False,False,"['com', 'ple', 'jas']",3.0,58,1
431,7,33,y,7,y,,CCONJ,cc,CCONJ,False,True,False,False,['y'],1.0,140472,3
432,8,33,poco,8,poco,,ADV,advmod,ADV,True,True,False,False,"['po', 'co']",2.0,3249,4
433,9,33,conocidas,9,conocido,,ADJ,amod,ADJ,False,True,False,False,"['co', 'no', 'ci', 'das']",4.0,99,3
434,10,33,leyes,10,ley,,NOUN,conj,NOUN,False,True,False,False,"['le', 'yes']",2.0,322,2
435,11,33,de,11,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
436,12,33,la,12,el,,DET,det,DET,True,True,False,False,['la'],1.0,192562,6
437,13,33,variación,13,variación,,NOUN,nmod,NOUN,False,True,False,False,"['va', 'ria', 'ción']",3.0,34,1
438,0,34,en,0,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
439,1,34,el,1,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
440,2,34,último,2,último,,ADJ,amod,ADJ,True,True,False,False,"['úl', 'ti', 'mo']",3.0,1103,2
441,3,34,capítulo,3,capítulo,,NOUN,obl,NOUN,False,True,False,False,"['ca', 'pí', 'tu', 'lo']",4.0,188,3
442,4,34,daré,4,dar,,VERB,ROOT,VERB,False,True,False,False,"['da', 'ré']",2.0,24,1
443,5,34,un,5,uno,,DET,det,DET,True,True,False,False,['un'],1.0,62236,4
444,6,34,breve,6,breve,,ADJ,amod,ADJ,True,True,False,False,"['bre', 've']",2.0,286,3
445,7,34,resumen,7,resumen,,NOUN,obj,NOUN,False,True,False,False,"['re', 'su', 'men']",3.0,66,3
446,8,34,de,8,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
447,9,34,toda,9,todo,,DET,det,DET,True,True,False,False,"['to', 'da']",2.0,2670,4
448,10,34,la,10,el,,DET,det,DET,True,True,False,False,['la'],1.0,192562,6
449,11,34,obra,11,obra,,NOUN,nmod,NOUN,False,True,False,False,['obra'],1.0,899,4
450,0,35,los,0,el,,DET,det,DET,True,True,False,False,['los'],1.0,83522,6
451,1,35,efectos,1,efecto,,NOUN,nsubj,NOUN,False,True,False,False,"['efec', 'tos']",2.0,525,2
452,2,35,en,2,en,,ADP,case,ADP,True,True,False,False,['en'],1.0,116349,3
453,3,35,la,3,el,,DET,det,DET,True,True,False,False,['la'],1.0,192562,6
454,4,35,descendencia,4,descendencia,,NOUN,nmod,NOUN,False,True,False,False,"['des', 'cen', 'den', 'cia']",4.0,41,1
455,5,35,son,5,ser,,AUX,aux,AUX,True,True,False,False,['son'],1.0,7473,5
456,6,35,determinados,6,determinado,,ADJ,ROOT,ADJ,False,True,False,False,"['de', 'ter', 'mi', 'na', 'dos']",5.0,172,3
457,7,35,o,7,o,,CCONJ,cc,CCONJ,False,True,False,False,['o'],1.0,18470,3
458,8,35,indeterminados,8,indeterminado,,ADJ,conj,ADJ,False,True,False,False,"['in', 'de', 'ter', 'mi', 'na', 'dos']",6.0,1,1
459,0,36,esto,0,este,,PRON,nsubj,PRON,True,True,False,False,"['es', 'to']",2.0,2276,2
460,1,36,se,1,él,,PRON,obj,PRON,True,True,False,False,['se'],1.0,68473,3
461,2,36,atribuye,2,atribuir,,VERB,ROOT,VERB,False,True,False,False,"['atri', 'bu', 'ye']",3.0,55,2
462,3,36,en,3,en,,ADP,advmod,ADP,True,True,False,False,['en'],1.0,116349,3
463,4,36,general,4,general,,NOUN,fixed,NOUN,True,True,False,False,"['ge', 'ne', 'ral']",3.0,1552,3
464,6,36,aunque,6,aunque,,SCONJ,cc,SCONJ,True,True,False,False,"['aun', 'que']",2.0,4460,3
465,7,36,erróneamente,7,erróneamente,,ADV,fixed,ADV,False,True,False,False,"['erró', 'nea', 'men', 'te']",4.0,20,1
466,9,36,a,9,a,,ADP,case,ADP,False,True,False,False,['a'],1.0,91360,3
467,10,36,instintos,10,instinto,,NOUN,obl,NOUN,False,True,False,False,"['ins', 'tin', 'tos']",3.0,62,1
468,11,36,viciados,11,viciado,,ADJ,amod,ADJ,False,True,False,False,"['vi', 'cia', 'dos']",3.0,,
469,0,37,muchas,0,mucho,,DET,det,DET,True,True,False,False,"['mu', 'chas']",2.0,1456,3
470,1,37,plantas,1,planta,,NOUN,nsubj,NOUN,False,True,False,False,"['plan', 'tas']",2.0,220,3
471,2,37,exóticas,2,exótico,,ADJ,amod,ADJ,False,True,False,False,"['exó', 'ti', 'cas']",3.0,13,1
472,3,37,tienen,3,tener,,VERB,ROOT,VERB,True,True,False,False,"['tie', 'nen']",2.0,2117,2
473,4,37,polen,4,polar,,VERB,obj,VERB,False,True,False,False,"['po', 'len']",2.0,32,1
474,5,37,completamente,5,completamente,,ADV,advmod,ADV,False,True,False,False,"['com', 'ple', 'ta', 'men', 'te']",5.0,286,1
475,6,37,inútil,6,inútil,,ADJ,amod,ADJ,False,True,False,False,"['inú', 'til']",2.0,245,3
476,0,38,estas,0,este,,DET,det,DET,True,True,False,False,"['es', 'tas']",2.0,2221,4
477,1,38,variaciones,1,variación,,NOUN,nsubj,NOUN,False,True,False,False,"['va', 'ria', 'cio', 'nes']",4.0,77,1
478,2,38,de,2,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
479,3,38,brotes,3,brote,,NOUN,nmod,NOUN,False,True,False,False,"['bro', 'tes']",2.0,24,2
480,5,38,como,5,como,,SCONJ,mark,SCONJ,True,True,False,False,"['co', 'mo']",2.0,24440,5
481,6,38,puede,6,puede,,NOUN,fixed,NOUN,True,True,False,False,"['pue', 'de']",2.0,5454,3
482,7,38,llamárseles,7,llamársel,,ADJ,amod,ADJ,False,True,False,False,"['lla', 'már', 's', 'eles']",4.0,,
483,9,38,pueden,9,poder,,AUX,aux,AUX,True,True,False,False,"['pue', 'den']",2.0,1921,2
484,10,38,ser,10,ser,,AUX,aux,AUX,True,True,False,False,['ser'],1.0,8389,4
485,11,38,propagadas,11,propagar,,VERB,ROOT,VERB,False,True,False,False,"['pro', 'pa', 'ga', 'das']",4.0,,
486,12,38,por,12,por,,ADP,case,ADP,True,True,False,False,['por'],1.0,40060,3
487,13,38,injertos,13,injerto,,NOUN,obj,NOUN,False,True,False,False,"['in', 'jer', 'tos']",3.0,6,1
488,0,39,el,0,el,,DET,det,DET,True,True,False,False,['el'],1.0,139638,3
489,1,39,cambio,1,cambio,,NOUN,nsubj,NOUN,False,True,False,False,"['cam', 'bio']",2.0,669,3
490,2,39,de,2,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
491,3,39,condiciones,3,condición,,NOUN,nmod,NOUN,False,True,False,False,"['con', 'di', 'cio', 'nes']",4.0,517,2
492,4,39,produce,4,producir,,VERB,ROOT,VERB,False,True,False,False,"['pro', 'du', 'ce']",3.0,538,2
493,5,39,un,5,uno,,DET,det,DET,True,True,False,False,['un'],1.0,62236,4
494,6,39,efecto,6,efecto,,NOUN,obj,NOUN,False,True,False,False,"['efec', 'to']",2.0,502,2
495,7,39,hereditario,7,hereditario,,ADJ,amod,ADJ,False,True,False,False,"['he', 're', 'di', 'ta', 'rio']",5.0,11,1
496,0,40,sólo,0,sólo,PER,ADV,advmod,ADV,True,True,False,False,"['só', 'lo']",2.0,7174,3
497,1,40,me,1,yo,,PRON,obj,PRON,True,True,False,False,['me'],1.0,18437,3
498,2,40,referiré,2,referir,,VERB,ROOT,VERB,False,True,False,False,"['re', 'fe', 'ri', 'ré']",4.0,5,1
499,3,40,aquí,3,aquí,,ADV,advmod,ADV,True,True,False,False,['aquí'],1.0,2595,3
500,4,40,a,4,a,,ADP,mark,ADP,False,True,False,False,['a'],1.0,91360,3
501,5,40,lo,5,él,,PRON,det,PRON,True,True,False,False,['lo'],1.0,31492,6
502,6,40,que,6,que,,PRON,nsubj,PRON,True,True,False,False,['que'],1.0,153240,5
503,7,40,puede,7,poder,,AUX,aux,AUX,True,True,False,False,"['pue', 'de']",2.0,5454,3
504,8,40,llamarse,8,llamar él,,VERB,advcl,VERB,False,True,False,False,"['lla', 'mar', 'se']",3.0,95,1
505,9,40,variación,9,variación,,NOUN,obj,NOUN,False,True,False,False,"['va', 'ria', 'ción']",3.0,34,1
506,10,40,correlativa,10,correlativo,,ADJ,amod,ADJ,False,True,False,False,"['co', 'rre', 'la', 'ti', 'va']",5.0,5,1
507,0,41,los,0,el,,DET,det,DET,True,True,False,False,['los'],1.0,83522,6
508,1,41,criadores,1,criador,,NOUN,nsubj,NOUN,False,True,False,False,"['cria', 'do', 'res']",3.0,5,1
509,2,41,creen,2,creer,,VERB,ROOT,VERB,False,True,False,False,['creen'],1.0,236,3
510,3,41,que,3,que,,SCONJ,mark,SCONJ,True,True,False,False,['que'],1.0,153240,5
511,4,41,las,4,el,,DET,det,DET,True,True,False,False,['las'],1.0,53845,5
512,5,41,patas,5,pata,,NOUN,nsubj,NOUN,False,True,False,False,"['pa', 'tas']",2.0,118,2
513,6,41,largas,6,larga,,ADJ,amod,ADJ,False,True,False,False,"['lar', 'gas']",2.0,222,3
514,7,41,van,7,ir,,VERB,ccomp,VERB,True,True,False,False,['van'],1.0,1063,3
515,8,41,casi,8,casi,,ADV,advmod,ADV,True,True,False,False,"['ca', 'si']",2.0,3355,3
516,9,41,siempre,9,siempre,,ADV,advmod,ADV,True,True,False,False,"['siem', 'pre']",2.0,4841,3
517,10,41,acompañadas,10,acompañado,,ADJ,obj,ADJ,False,True,False,False,"['acom', 'pa', 'ña', 'das']",4.0,24,2
518,11,41,de,11,de,,ADP,case,ADP,True,True,False,False,['de'],1.0,264834,4
519,12,41,cabeza,12,cabeza,,NOUN,obj,NOUN,False,True,False,False,"['ca', 'be', 'za']",3.0,1978,3
