,oracion,nombre,numero_oracion,cant_palabra,cant_caracteres,propMayor2,propMayor3,palContenido,NpalContenido,Numeros,nombreRepetido
178,"Leí que se han encontrado ejemplares en África capaces de vivir en tierra durante los períodos de sequía, y que continúan su vida en el agua al llegar la estación de las lluvias.",axolotl,13,33,178,0.6363636363636364,0.45454545454545453,"['leí', 'han', 'encontrado', 'ejemplares', 'áfrica', 'capaces', 'vivir', 'tierra', 'períodos', 'sequía', 'continúan', 'vida', 'agua', 'llegar', 'estación', 'lluvias']",16,False,[]
179,"Encontré su nombre español, ajolote, la mención de que son comestibles y que su aceite se usaba (se diría que no se usa más) como el de hígado de bacalao.",axolotl,14,30,154,0.6,0.4,"['encontré', 'nombre', 'español', 'ajolote', 'mención', 'son', 'comestibles', 'aceite', 'usaba', 'diría', 'usa', 'hígado', 'bacalao']",13,False,[]
180,"No quise consultar obras especializadas, pero volví al día siguiente al Jardin des Plantes.",axolotl,15,14,91,0.7857142857142857,0.6428571428571429,"['quise', 'consultar', 'obras', 'especializadas', 'volví', 'día', 'siguiente', 'jardin', 'des', 'plantes']",10,False,[]
181,"Empecé a ir todas las mañanas, a veces de mañana y de tarde.",axolotl,16,13,60,0.5384615384615384,0.46153846153846156,"['empecé', 'ir', 'todas', 'mañanas', 'veces', 'mañana', 'tarde']",7,False,[]
182,El guardián de los acuarios sonreía perplejo al recibir el billete.,axolotl,17,11,67,0.6363636363636364,0.5454545454545454,"['guardián', 'acuarios', 'sonreía', 'perplejo', 'recibir', 'billete']",6,False,[]
183,Me apoyaba en la barra de hierro que bordea los acuarios y me ponía a mirarlos.,axolotl,18,16,79,0.5625,0.4375,"['apoyaba', 'barra', 'hierro', 'bordea', 'acuarios', 'ponía', 'mirarlos']",7,False,[]
184,"No hay nada de extraño en esto porque desde un primer momento comprendí que estábamos vinculados, que algo infinitamente perdido y distante seguía sin embargo uniéndonos.",axolotl,19,26,170,0.8076923076923077,0.6538461538461539,"['extraño', 'primer', 'momento', 'comprendí', 'estábamos', 'vinculados', 'infinitamente', 'perdido', 'distante', 'seguía', 'embargo', 'uniéndonos']",12,False,[]
185,Me había bastado detenerme aquella primera mañana ante el cristal donde unas burbujas corrían en el agua.,axolotl,20,17,105,0.7647058823529411,0.7647058823529411,"['había', 'bastado', 'detenerme', 'aquella', 'primera', 'mañana', 'cristal', 'burbujas', 'corrían', 'agua']",10,False,[]
186,Los axolotl se amontonaban en el mezquino y angosto (sólo yo puedo saber cuán angosto y mezquino) piso de piedra y musgo del acuario.,axolotl,21,24,133,0.6666666666666666,0.5833333333333334,"['axolotl', 'amontonaban', 'mezquino', 'angosto', 'sólo', 'puedo', 'saber', 'cuán', 'angosto', 'mezquino', 'piso', 'piedra', 'musgo', 'acuario']",14,False,['axolotl']
187,"Había nueve ejemplares y la mayoría apoyaba la cabeza contra el cristal, mirando con sus ojos de oro a los que se acercaban.",axolotl,22,23,124,0.6956521739130435,0.4782608695652174,"['había', 'nueve', 'ejemplares', 'mayoría', 'apoyaba', 'cabeza', 'cristal', 'mirando', 'ojos', 'oro', 'acercaban']",11,False,[]
188,"Turbado, casi avergonzado, sentí como una impudicia asomarme a esas figuras silenciosas e inmóviles aglomeradas en el fondo del acuario.",axolotl,23,20,136,0.8,0.7,"['turbado', 'casi', 'avergonzado', 'sentí', 'impudicia', 'asomarme', 'figuras', 'silenciosas', 'inmóviles', 'aglomeradas', 'fondo', 'acuario']",12,False,[]
189,Aislé mentalmente una situada a la derecha y algo separada de las otras para estudiarla mejor.,axolotl,24,16,94,0.75,0.625,"['aislé', 'mentalmente', 'situada', 'derecha', 'separada', 'estudiarla', 'mejor']",7,False,[]
190,"Vi un cuerpecito rosado y como translúcido (pensé en las estatuillas chinas de cristal lechoso), semejante a un pequeño lagarto de quince centímetros, terminado en una cola de pez de una delicadeza extraordinaria, la parte más sensible de nuestro cuerpo.",axolotl,25,40,254,0.675,0.55,"['vi', 'cuerpecito', 'rosado', 'translúcido', 'pensé', 'estatuillas', 'chinas', 'cristal', 'lechoso', 'semejante', 'pequeño', 'lagarto', 'quince', 'centímetros', 'terminado', 'cola', 'pez', 'delicadeza', 'extraordinaria', 'parte', 'sensible', 'cuerpo']",22,False,[]
191,"Por el lomo le corría una aleta transparente que se fusionaba con la cola, pero lo que me obsesionó fueron las patas, de una finura sutilísima, acabadas en menudos dedos, en uñas minuciosamente humanas.",axolotl,26,34,202,0.7352941176470589,0.5294117647058824,"['lomo', 'corría', 'aleta', 'transparente', 'fusionaba', 'cola', 'obsesionó', 'fueron', 'patas', 'finura', 'sutilísima', 'acabadas', 'menudos', 'dedos', 'uñas', 'minuciosamente', 'humanas']",17,False,[]
192,"Y entonces descubrí sus ojos, su cara, dos orificios como cabezas de alfiler, enteramente de un oro transparente carentes de toda vida pero mirando, dejándose penetrar por mi mirada que parecía pasar a través del punto áureo y perderse en un diáfano misterio interior.",axolotl,27,44,268,0.75,0.6136363636363636,"['entonces', 'descubrí', 'ojos', 'cara', 'dos', 'orificios', 'cabezas', 'alfiler', 'enteramente', 'oro', 'transparente', 'carentes', 'toda', 'vida', 'mirando', 'dejándose', 'penetrar', 'mirada', 'parecía', 'pasar', 'través', 'punto', 'áureo', 'perderse', 'diáfano', 'misterio', 'interior']",27,False,[]
193,"Un delgadísimo halo negro rodeaba el ojo y los inscribía en la carne rosa, en la piedra rosa de la cabeza vagamente triangular pero con lados curvos e irregulares, que le daban una total semejanza con una estatuilla corroída por el tiempo.",axolotl,28,42,239,0.7142857142857143,0.5238095238095238,"['delgadísimo', 'halo', 'negro', 'rodeaba', 'ojo', 'inscribía', 'carne', 'rosa', 'piedra', 'rosa', 'cabeza', 'vagamente', 'triangular', 'lados', 'curvos', 'irregulares', 'daban', 'total', 'semejanza', 'estatuilla', 'corroída', 'tiempo']",22,False,['negro']
194,"La boca estaba disimulada por el plano triangular de la cara, sólo de perfil se adivinaba su tamaño considerable; de frente una fina hendedura rasgaba apenas la piedra sin vida.",axolotl,29,30,177,0.7,0.6,"['boca', 'estaba', 'disimulada', 'plano', 'triangular', 'cara', 'sólo', 'perfil', 'adivinaba', 'tamaño', 'considerable', 'frente', 'fina', 'hendedura', 'rasgaba', 'apenas', 'piedra', 'vida']",18,False,[]
195,"A ambos lados de la cabeza, donde hubieran debido estar las orejas, le crecían tres ramitas rojas como de coral, una excrescencia vegetal, las branquias supongo.",axolotl,30,26,161,0.8076923076923077,0.6923076923076923,"['ambos', 'lados', 'cabeza', 'hubieran', 'debido', 'orejas', 'crecían', 'tres', 'ramitas', 'rojas', 'coral', 'excrescencia', 'vegetal', 'branquias', 'supongo']",15,False,[]
196,"Y era lo único vivo en él, cada diez o quince segundos las ramitas se enderezaban rígidamente y volvían a bajarse.",axolotl,31,21,114,0.6190476190476191,0.5238095238095238,"['era', 'único', 'vivo', 'cada', 'diez', 'quince', 'segundos', 'ramitas', 'enderezaban', 'rígidamente', 'volvían', 'bajarse']",12,False,[]
197,"A veces una pata se movía apenas, yo veía los diminutos dedos posándose con suavidad en el musgo.",axolotl,32,18,97,0.7222222222222222,0.5555555555555556,"['veces', 'pata', 'movía', 'apenas', 'veía', 'diminutos', 'dedos', 'posándose', 'suavidad', 'musgo']",10,False,[]
198,"Es que no nos gusta movernos mucho, y el acuario es tan mezquino; apenas avanzamos un poco nos damos con la cola o la cabeza de otro de nosotros; surgen dificultades, peleas, fatiga.",axolotl,33,33,182,0.6666666666666666,0.5151515151515151,"['es', 'gusta', 'movernos', 'acuario', 'es', 'tan', 'mezquino', 'apenas', 'avanzamos', 'damos', 'cola', 'cabeza', 'surgen', 'dificultades', 'peleas', 'fatiga']",16,False,[]
199,El tiempo se siente menos si nos estamos quietos.,axolotl,34,9,49,0.6666666666666666,0.5555555555555556,"['tiempo', 'siente', 'menos', 'si', 'estamos', 'quietos']",6,False,[]
200,Fue su quietud la que me hizo inclinarme fascinado la primera vez que vi a los axolotl.,axolotl,35,17,87,0.6470588235294118,0.35294117647058826,"['fue', 'quietud', 'hizo', 'inclinarme', 'fascinado', 'primera', 'vez', 'vi', 'axolotl']",9,False,['axolotl']
201,"Oscuramente me pareció comprender su voluntad secreta, abolir el espacio y el tiempo con una inmovilidad indiferente.",axolotl,36,17,117,0.7058823529411765,0.5882352941176471,"['oscuramente', 'pareció', 'comprender', 'voluntad', 'secreta', 'abolir', 'espacio', 'tiempo', 'inmovilidad', 'indiferente']",10,False,[]
202,"Después supe mejor, la contracción de las branquias, el tanteo de las finas patas en las piedras, la repentina natación (algunos de ellos nadan con la simple ondulación del cuerpo) me probó que eran capaces de evadirse de ese sopor mineral en el que pasaban horas enteras.",axolotl,37,47,272,0.723404255319149,0.5531914893617021,"['después', 'supe', 'mejor', 'contracción', 'branquias', 'tanteo', 'finas', 'patas', 'piedras', 'repentina', 'natación', 'nadan', 'simple', 'ondulación', 'cuerpo', 'probó', 'eran', 'capaces', 'evadirse', 'sopor', 'mineral', 'pasaban', 'horas', 'enteras']",24,False,[]
203,Sus ojos sobre todo me obsesionaban.,axolotl,38,6,36,0.8333333333333334,0.6666666666666666,"['ojos', 'obsesionaban']",2,False,[]
204,"Al lado de ellos en los restantes acuarios, diversos peces me mostraban la simple estupidez de sus hermosos ojos semejantes a los nuestros.",axolotl,39,23,139,0.6956521739130435,0.5652173913043478,"['lado', 'restantes', 'acuarios', 'diversos', 'peces', 'mostraban', 'simple', 'estupidez', 'hermosos', 'ojos', 'semejantes']",11,False,[]
205,"Los ojos de los axolotl me decían de la presencia de una vida diferente, de otra manera de mirar.",axolotl,40,19,97,0.631578947368421,0.47368421052631576,"['ojos', 'axolotl', 'decían', 'presencia', 'vida', 'diferente', 'manera', 'mirar']",8,False,['axolotl']
206,"Pegando mi cara al vidrio (a veces el guardián tosía inquieto) buscaba ver mejor los diminutos puntos áureos, esa entrada al mundo infinitamente lento y remoto de las criaturas rosadas.",axolotl,41,30,185,0.7666666666666667,0.6333333333333333,"['pegando', 'cara', 'vidrio', 'veces', 'guardián', 'tosía', 'inquieto', 'buscaba', 'ver', 'mejor', 'diminutos', 'puntos', 'áureos', 'entrada', 'mundo', 'infinitamente', 'lento', 'remoto', 'criaturas', 'rosadas']",20,False,[]
207,"Era inútil golpear con el dedo en el cristal, delante de sus caras no se advertía la menor reacción.",axolotl,42,19,100,0.631578947368421,0.47368421052631576,"['era', 'inútil', 'golpear', 'dedo', 'cristal', 'delante', 'caras', 'advertía', 'menor', 'reacción']",10,False,[]
208,"Los ojos de oro seguían ardiendo con su dulce, terrible luz; seguían mirándome desde una profundidad insondable que me daba vértigo.",axolotl,43,21,132,0.8571428571428571,0.5714285714285714,"['ojos', 'oro', 'seguían', 'ardiendo', 'dulce', 'terrible', 'luz', 'seguían', 'mirándome', 'profundidad', 'insondable', 'daba', 'vértigo']",13,False,[]
209,Y sin embargo estaban cerca.,axolotl,44,5,28,0.8,0.6,"['embargo', 'estaban', 'cerca']",3,False,[]
210,"Lo supe antes de esto, antes de ser un axolotl.",axolotl,45,10,47,0.6,0.5,"['supe', 'ser', 'axolotl']",3,False,['axolotl']
211,Lo supe el día en que me acerqué a ellos por primera vez.,axolotl,46,13,57,0.6153846153846154,0.3076923076923077,"['supe', 'día', 'acerqué', 'primera', 'vez']",5,False,[]
212,"Los rasgos antropomórficos de un mono revelan, al revés de lo que cree la mayoría, la distancia que va de ellos a nosotros.",axolotl,47,23,123,0.5652173913043478,0.43478260869565216,"['rasgos', 'antropomórficos', 'mono', 'revelan', 'revés', 'cree', 'mayoría', 'distancia', 'va']",9,False,[]
213,"La absoluta falta de semejanza de los axolotl con el ser humano me probó que mi reconocimiento era válido, que no me apoyaba en analogías fáciles.",axolotl,48,26,146,0.6538461538461539,0.4230769230769231,"['absoluta', 'falta', 'semejanza', 'axolotl', 'ser', 'humano', 'probó', 'reconocimiento', 'era', 'válido', 'apoyaba', 'analogías', 'fáciles']",13,False,['axolotl']
214,Sólo las manecitas...,axolotl,49,3,21,1.0,0.6666666666666666,"['sólo', 'manecitas']",2,False,[]
215,"Pero una lagartija tiene también manos así, y en nada se nos parece.",axolotl,50,13,68,0.7692307692307693,0.5384615384615384,"['lagartija', 'tiene', 'manos', 'así', 'parece']",5,False,[]
216,"Yo creo que era la cabeza de los axolotl, esa forma triangular rosada con los ojitos de oro.",axolotl,51,18,92,0.7777777777777778,0.3888888888888889,"['creo', 'era', 'cabeza', 'axolotl', 'forma', 'triangular', 'rosada', 'ojitos', 'oro']",9,False,['axolotl']
217,Eso miraba y sabía.,axolotl,52,4,19,0.75,0.5,"['miraba', 'sabía']",2,False,[]
218,Eso reclamaba.,axolotl,53,2,14,1.0,0.5,['reclamaba'],1,False,[]
219,No eran animales.,axolotl,54,3,17,0.6666666666666666,0.6666666666666666,"['eran', 'animales']",2,False,[]
220,"Parecía fácil, casi obvio, caer en la mitología.",axolotl,55,8,48,0.75,0.75,"['parecía', 'fácil', 'casi', 'obvio', 'caer', 'mitología']",6,False,[]
221,Empecé viendo en los axolotl una metamorfosis que no conseguía anular una misteriosa humanidad.,axolotl,56,14,95,0.8571428571428571,0.5714285714285714,"['empecé', 'viendo', 'axolotl', 'metamorfosis', 'conseguía', 'anular', 'misteriosa', 'humanidad']",8,False,['axolotl']
222,"Los imaginé conscientes, esclavos de su cuerpo, infinitamente condenados a un silencio abisal, a una reflexión desesperada.",axolotl,57,17,123,0.7058823529411765,0.5882352941176471,"['imaginé', 'conscientes', 'esclavos', 'cuerpo', 'infinitamente', 'condenados', 'silencio', 'abisal', 'reflexión', 'desesperada']",10,False,[]
223,"Su mirada ciega, el diminuto disco de oro inexpresivo y sin embargo terriblemente lúcido, me penetraba como un mensaje: ""Sálvanos, sálvanos"".",axolotl,58,21,141,0.7142857142857143,0.6190476190476191,"['mirada', 'ciega', 'diminuto', 'disco', 'oro', 'inexpresivo', 'embargo', 'terriblemente', 'lúcido', 'penetraba', 'mensaje', 'sálvanos', 'sálvanos']",13,False,[]
224,"Me sorprendía musitando palabras de consuelo, transmitiendo pueriles esperanzas.",axolotl,59,9,80,0.7777777777777778,0.7777777777777778,"['sorprendía', 'musitando', 'palabras', 'consuelo', 'transmitiendo', 'pueriles', 'esperanzas']",7,False,[]
225,Ellos seguían mirándome inmóviles; de pronto las ramillas rosadas de las branquias se enderezaban.,axolotl,60,14,98,0.7857142857142857,0.6428571428571429,"['seguían', 'mirándome', 'inmóviles', 'pronto', 'ramillas', 'rosadas', 'branquias', 'enderezaban']",8,False,[]
226,"En ese instante yo sentía como un dolor sordo; tal vez me veían, captaban mi esfuerzo por penetrar en lo impenetrable de sus vidas.",axolotl,61,24,131,0.6666666666666666,0.4583333333333333,"['instante', 'sentía', 'dolor', 'sordo', 'tal', 'vez', 'veían', 'captaban', 'esfuerzo', 'penetrar', 'impenetrable', 'vidas']",12,False,[]
227,"No eran seres humanos, pero en ningún animal había encontrado una relación tan profunda conmigo.",axolotl,62,15,96,0.8666666666666667,0.7333333333333333,"['eran', 'seres', 'humanos', 'ningún', 'animal', 'había', 'encontrado', 'relación', 'tan', 'profunda', 'conmigo']",11,False,[]
228,"Los axolotl eran como testigos de algo, y a veces como horribles jueces.",axolotl,63,13,72,0.7692307692307693,0.6923076923076923,"['axolotl', 'eran', 'testigos', 'veces', 'horribles', 'jueces']",6,False,['axolotl']
229,"Me sentía innoble frente a ellos, había una pureza tan espantosa en esos ojos transparentes.",axolotl,64,15,92,0.8,0.6666666666666666,"['sentía', 'innoble', 'frente', 'había', 'pureza', 'tan', 'espantosa', 'ojos', 'transparentes']",9,False,[]
230,"Eran larvas, pero larva quiere decir máscara y también fantasma.",axolotl,65,10,64,0.9,0.9,"['eran', 'larvas', 'larva', 'quiere', 'decir', 'máscara', 'fantasma']",7,False,[]
231,"Detrás de esas caras aztecas inexpresivas y sin embargo de una crueldad implacable, ¿qué imagen esperaba su hora?",axolotl,66,18,113,0.7777777777777778,0.6111111111111112,"['detrás', 'caras', 'aztecas', 'inexpresivas', 'embargo', 'crueldad', 'implacable', 'imagen', 'esperaba', 'hora']",10,False,[]
232,Les temía.,axolotl,67,2,10,1.0,0.5,['temía'],1,False,[]
233,"Creo que de no haber sentido la proximidad de otros visitantes y del guardián, no me hubiese atrevido a quedarme solo con ellos.",axolotl,68,23,128,0.6521739130434783,0.5217391304347826,"['creo', 'haber', 'sentido', 'proximidad', 'visitantes', 'guardián', 'hubiese', 'atrevido', 'quedarme', 'solo']",10,False,[]
234,"""Usted se los come con los ojos"", me decía riendo el guardián, que debía suponerme un poco desequilibrado.",axolotl,69,18,106,0.7777777777777778,0.5555555555555556,"['usted', 'come', 'ojos', 'decía', 'riendo', 'guardián', 'debía', 'suponerme', 'desequilibrado']",9,False,[]
235,No se daba cuenta de que eran ellos los que me devoraban lentamente por los ojos en un canibalismo de oro.,axolotl,70,21,106,0.6666666666666666,0.38095238095238093,"['daba', 'cuenta', 'eran', 'devoraban', 'lentamente', 'ojos', 'canibalismo', 'oro']",8,False,[]
236,"Lejos del acuario no hacía más que pensar en ellos, era como si me influyeran a distancia.",axolotl,71,17,90,0.7058823529411765,0.47058823529411764,"['lejos', 'acuario', 'hacía', 'pensar', 'era', 'si', 'influyeran', 'distancia']",8,False,[]
237,"Llegué a ir todos los días, y de noche los imaginaba inmóviles en la oscuridad, adelantando lentamente una mano que de pronto encontraba la de otro.",axolotl,72,26,148,0.6538461538461539,0.5,"['llegué', 'ir', 'días', 'noche', 'imaginaba', 'inmóviles', 'oscuridad', 'adelantando', 'lentamente', 'mano', 'pronto', 'encontraba']",12,False,[]
238,"Acaso sus ojos veían en plena noche, y el día continuaba para ellos indefinidamente.",axolotl,73,14,84,0.7857142857142857,0.6428571428571429,"['acaso', 'ojos', 'veían', 'plena', 'noche', 'día', 'continuaba', 'indefinidamente']",8,False,[]
239,Los ojos de los axolotl no tienen párpados.,axolotl,74,8,43,0.75,0.5,"['ojos', 'axolotl', 'tienen', 'párpados']",4,False,['axolotl']
240,"Ahora sé que no hubo nada de extraño, que eso tenía que ocurrir.",axolotl,75,13,64,0.7692307692307693,0.46153846153846156,"['ahora', 'sé', 'hubo', 'extraño', 'tenía', 'ocurrir']",6,False,[]
241,Cada mañana al inclinarme sobre el acuario el reconocimiento era mayor.,axolotl,76,11,71,0.7272727272727273,0.6363636363636364,"['cada', 'mañana', 'inclinarme', 'acuario', 'reconocimiento', 'era', 'mayor']",7,False,[]
242,"Sufrían, cada fibra de mi cuerpo alcanzaba ese sufrimiento amordazado, esa tortura rígida en el fondo del agua.",axolotl,77,18,111,0.7777777777777778,0.6111111111111112,"['sufrían', 'cada', 'fibra', 'cuerpo', 'alcanzaba', 'sufrimiento', 'amordazado', 'tortura', 'rígida', 'fondo', 'agua']",11,False,[]
243,"Espiaban algo, un remoto señorío aniquilado, un tiempo de libertad en que el mundo había sido de los axolotl.",axolotl,78,19,109,0.6842105263157895,0.5789473684210527,"['espiaban', 'remoto', 'señorío', 'aniquilado', 'tiempo', 'libertad', 'mundo', 'había', 'sido', 'axolotl']",10,False,['axolotl']
244,"No era posible que una expresión tan terrible que alcanzaba a vencer la inexpresividad forzada de sus rostros de piedra, no portara un mensaje de dolor, la prueba de esa condena eterna, de ese infierno líquido que padecían.",axolotl,79,38,223,0.7105263157894737,0.47368421052631576,"['era', 'posible', 'expresión', 'tan', 'terrible', 'alcanzaba', 'vencer', 'inexpresividad', 'forzada', 'rostros', 'piedra', 'portara', 'mensaje', 'dolor', 'prueba', 'condena', 'eterna', 'infierno', 'líquido', 'padecían']",20,False,[]
245,Inútilmente quería probarme que mi propia sensibilidad proyectaba en los axolotl una conciencia inexistente.,axolotl,80,14,108,0.8571428571428571,0.6428571428571429,"['inútilmente', 'quería', 'probarme', 'propia', 'sensibilidad', 'proyectaba', 'axolotl', 'conciencia', 'inexistente']",9,False,['axolotl']
246,Ellos y yo sabíamos.,axolotl,81,4,20,0.5,0.5,['sabíamos'],1,False,[]
247,Por eso no hubo nada de extraño en lo que ocurrió.,axolotl,82,11,50,0.6363636363636364,0.36363636363636365,"['hubo', 'extraño', 'ocurrió']",3,False,[]
248,"Mi cara estaba pegada al vidrio del acuario, mis ojos trataban una vez mas de penetrar el misterio de esos ojos de oro sin iris y sin pupila.",axolotl,83,28,141,0.75,0.4642857142857143,"['cara', 'estaba', 'pegada', 'vidrio', 'acuario', 'ojos', 'trataban', 'vez', 'mas', 'penetrar', 'misterio', 'ojos', 'oro', 'iris', 'pupila']",15,False,[]
249,Veía de muy cerca la cara de un axolotl inmóvil junto al vidrio.,axolotl,84,13,64,0.6153846153846154,0.5384615384615384,"['veía', 'cerca', 'cara', 'axolotl', 'inmóvil', 'junto', 'vidrio']",7,False,['axolotl']
250,"Sin transición, sin sorpresa, vi mi cara contra el vidrio, en vez del axolotl vi mi cara contra el vidrio, la vi fuera del acuario, la vi del otro lado del vidrio.",axolotl,85,32,163,0.65625,0.4375,"['transición', 'sorpresa', 'vi', 'cara', 'vidrio', 'vez', 'axolotl', 'vi', 'cara', 'vidrio', 'vi', 'fuera', 'acuario', 'vi', 'lado', 'vidrio']",16,False,['axolotl']
251,Entonces mi cara se apartó y yo comprendí.,axolotl,86,8,42,0.5,0.5,"['entonces', 'cara', 'apartó', 'comprendí']",4,False,[]
252,"Sólo una cosa era extraña: seguir pensando como antes, saber.",axolotl,87,10,61,1.0,0.8,"['sólo', 'cosa', 'era', 'extraña', 'seguir', 'pensando', 'saber']",7,False,[]
253,Darme cuenta de eso fue en el primer momento como el horror del enterrado vivo que despierta a su destino.,axolotl,88,20,106,0.7,0.5,"['darme', 'cuenta', 'fue', 'primer', 'momento', 'horror', 'enterrado', 'vivo', 'despierta', 'destino']",10,False,[]
254,"Afuera mi cara volvía a acercarse al vidrio, veía mi boca de labios apretados por el esfuerzo de comprender a los axolotl.",axolotl,89,22,122,0.6363636363636364,0.5454545454545454,"['afuera', 'cara', 'volvía', 'acercarse', 'vidrio', 'veía', 'boca', 'labios', 'apretados', 'esfuerzo', 'comprender', 'axolotl']",12,False,['axolotl']
255,Yo era un axolotl y sabía ahora instantáneamente que ninguna comprensión era posible.,axolotl,90,13,85,0.7692307692307693,0.5384615384615384,"['era', 'axolotl', 'sabía', 'ahora', 'instantáneamente', 'ninguna', 'comprensión', 'era', 'posible']",9,False,['axolotl']
256,"Él estaba fuera del acuario, su pensamiento era un pensamiento fuera del acuario.",axolotl,91,13,81,0.7692307692307693,0.5384615384615384,"['estaba', 'fuera', 'acuario', 'pensamiento', 'era', 'pensamiento', 'fuera', 'acuario']",8,False,[]
257,"Conociéndolo, siendo él mismo, yo era un axolotl y estaba en mi mundo.",axolotl,92,13,70,0.5384615384615384,0.46153846153846156,"['conociéndolo', 'siendo', 'mismo', 'era', 'axolotl', 'estaba', 'mundo']",7,False,['axolotl']
258,"El horror venía -lo supe en el mismo momento- de creerme prisionero en un cuerpo de axolotl, transmigrado a él con mi pensamiento de hombre, enterrado vivo en un axolotl, condenado a moverme lúcidamente entre criaturas insensibles.",axolotl,93,37,231,0.5945945945945946,0.5675675675675675,"['horror', 'venía', 'supe', 'mismo', 'momento', 'creerme', 'prisionero', 'cuerpo', 'axolotl', 'transmigrado', 'pensamiento', 'hombre', 'enterrado', 'vivo', 'axolotl', 'condenado', 'moverme', 'lúcidamente', 'criaturas', 'insensibles']",20,False,"['axolotl', 'axolotl']"
259,"Pero aquello cesó cuando una pata vino a rozarme la cara, cuando moviéndome apenas a un lado vi a un axolotl junto a mí que me miraba, y supe que también él sabía, sin comunicación posible pero tan claramente.",axolotl,94,39,209,0.6923076923076923,0.5641025641025641,"['aquello', 'cesó', 'pata', 'vino', 'rozarme', 'cara', 'moviéndome', 'apenas', 'lado', 'vi', 'axolotl', 'junto', 'miraba', 'supe', 'sabía', 'comunicación', 'posible', 'tan', 'claramente']",19,False,['axolotl']
260,"O yo estaba también en él, o todos nosotros pensábamos como un hombre, incapaces de expresión, limitados al resplandor dorado de nuestros ojos que miraban la cara del hombre pegada al acuario.",axolotl,95,32,192,0.65625,0.59375,"['estaba', 'pensábamos', 'hombre', 'incapaces', 'expresión', 'limitados', 'resplandor', 'dorado', 'ojos', 'miraban', 'cara', 'hombre', 'pegada', 'acuario']",14,False,[]
261,"Él volvió muchas veces, pero viene menos ahora.",axolotl,96,8,47,0.875,0.875,"['volvió', 'muchas', 'veces', 'viene', 'menos', 'ahora']",6,False,[]
262,Pasa semanas sin asomarse.,axolotl,97,4,26,1.0,0.75,"['pasa', 'semanas', 'asomarse']",3,False,[]
263,"Ayer lo vi, me miró largo rato y se fue bruscamente.",axolotl,98,11,52,0.5454545454545454,0.45454545454545453,"['ayer', 'vi', 'miró', 'largo', 'rato', 'fue', 'bruscamente']",7,False,[]
264,"Me pareció que no se interesaba tanto por nosotros, que obedecía a una costumbre.",axolotl,99,14,81,0.7142857142857143,0.42857142857142855,"['pareció', 'interesaba', 'obedecía', 'costumbre']",4,False,[]
265,"Como lo único que hago es pensar, pude pensar mucho en él.",axolotl,100,12,58,0.6666666666666666,0.5833333333333334,"['único', 'hago', 'es', 'pensar', 'pude', 'pensar']",6,False,[]
266,"Se me ocurre que al principio continuamos comunicados, que él se sentía más que nunca unido al misterio que lo obsesionaba.",axolotl,101,21,123,0.6666666666666666,0.42857142857142855,"['ocurre', 'principio', 'continuamos', 'comunicados', 'sentía', 'nunca', 'unido', 'misterio', 'obsesionaba']",9,False,[]
267,"Pero los puentes están cortados entre él y yo porque lo que era su obsesión es ahora un axolotl, ajeno a su vida de hombre.",axolotl,102,25,123,0.6,0.48,"['puentes', 'están', 'cortados', 'era', 'obsesión', 'es', 'ahora', 'axolotl', 'ajeno', 'vida', 'hombre']",11,False,['axolotl']
268,"Creo que al principio yo era capaz de volver en cierto modo a él -ah, sólo en cierto modo-, y mantener alerta su deseo de conocernos mejor.",axolotl,103,27,139,0.5925925925925926,0.5185185185185185,"['creo', 'principio', 'era', 'capaz', 'volver', 'cierto', 'modo', 'ah', 'sólo', 'cierto', 'modo', 'mantener', 'alerta', 'deseo', 'conocernos', 'mejor']",16,False,[]
269,"Ahora soy definitivamente un axolotl, y si pienso como un hombre es sólo porque todo axolotl piensa como un hombre dentro de su imagen de piedra rosa.",axolotl,104,27,150,0.6666666666666666,0.6296296296296297,"['ahora', 'soy', 'definitivamente', 'axolotl', 'si', 'pienso', 'hombre', 'es', 'sólo', 'axolotl', 'piensa', 'hombre', 'dentro', 'imagen', 'piedra', 'rosa']",16,False,"['axolotl', 'axolotl']"
270,"Me parece que de todo esto alcancé a comunicarle algo en los primeros días, cuando yo era todavía él.",axolotl,105,19,101,0.6842105263157895,0.5263157894736842,"['parece', 'alcancé', 'comunicarle', 'primeros', 'días', 'era', 'todavía']",7,False,[]
271,"Y en esta soledad final, a la que él ya no vuelve, me consuela pensar que acaso va a escribir sobre nosotros, creyendo imaginar un cuento va a escribir todo esto sobre los axolotl.",axolotl,106,34,180,0.6176470588235294,0.5294117647058824,"['soledad', 'final', 'vuelve', 'consuela', 'pensar', 'acaso', 'va', 'escribir', 'creyendo', 'imaginar', 'cuento', 'va', 'escribir', 'axolotl']",14,False,['axolotl']
272,"Cuando estaba como naturalista a bordo del Beagle, buque de la marina real, me impresionaron mucho ciertos hechos que se presentan en la distribución geográfica de los seres orgánicos que viven en América del Sur y en las relaciones geológicas entre los habitantes actuales y los pasados de aquel continente.",Darwin,0,50,308,0.74,0.56,"['estaba', 'naturalista', 'bordo', 'beagle', 'buque', 'marina', 'real', 'impresionaron', 'ciertos', 'hechos', 'presentan', 'distribución', 'geográfica', 'seres', 'orgánicos', 'viven', 'américa', 'sur', 'relaciones', 'geológicas', 'habitantes', 'actuales', 'pasados', 'aquel', 'continente']",25,False,[]
